Claim Text  Veracity  Category  Published Date
The U.S. government has agreed to allow China to exercise “eminent domain” as collateral for American debt.	FALSE	Business	2009-03-09
The owner of a Dunkin’ Donuts store directed that a memorial flier for a U.S. soldier be “placed on a dumpster where the rest of our soldiers belong.”	FALSE	Uncategorized	2009-03-08
Photograph shows a flower-splashed hillside in California.	True	Fauxtography	2009-03-09
The Obama administration is planning to have military members pledge a loyalty oath directly to the President rather than to the Constitution.	FALSE	Uncategorized	2009-02-24
A new executive order being circulated will severely limit firearms ownership by the elderly.	FALSE	Uncategorized	2009-02-27
Radio commentator Paul Harvey composed a review of the upcoming film about the last hours of Jesus,	False	Soapbox	2009-03-01
The cockpit recorder from Alaska Airlines Flight 261 revealed a pastor’s wife led passengers in prayer just before the plane dived into the Pacific Ocean.	False	Glurge Gallery	2009-02-12
New versions of the Lincoln Cent will omit the motto “In God We Trust.”	FALSE	Uncategorized	2009-02-12
The cross-like shape of the laminin molecule is evidence of God's hand in the creation of the human form.	False	Glurge Gallery	2008-05-20
Newspaper publishes death notice requesting that memorial gifts for the deceased “be made to any organization that seeks the removal of President George Bush from office.”	True	Politicians	2009-02-17
A teenager whose mother had died received a government check mailed to	TRUE	Business	2009-01-25
Nancy Pelosi advocated implementing a 100% windfall tax on stock market profits and retirement income.	FALSE	Politicians	2009-02-06
A child drowned after jumping into the ocean to see SpongeBob SquarePants.	False	Horrors	2009-01-21
Criminals in Omaha are distracting drivers with decoys and notes left on windshields in order to gain entry to automobiles.	FALSE	Crime	2009-02-06
90% of people in the U.S. marry their high school sweethearts.	FALSE	Weddings	2009-02-04
British journalist Tony Parsons penned an article chiding Brits for their attitude towards the	True	September 11th	2009-02-06
A 15-year-old boy named Evan Trembley is missing.	FALSE	Inboxer Rebellion	2009-01-17
Young girls are tripped by a stranger and sent plummeting to their deaths from theater balconies.	False	Horrors	2009-01-12
The protocol followed by some stores when a child is reported missing is called “Code Adam” after 6-year-old Adam Walsh, who was abducted and murdered in 1981.	True	Language	2009-01-17
Women who wear their purses strapped across their bodies running the risk of being beheaded by purse snatchers.	False	Horrors	2008-12-30
A judge told an atheist plaintiff who challenged religious holidays that atheists already have their own holiday: April 1.	FALSE	Uncategorized	2009-01-06
A kidney donor demanded her organ back after the recipient changed religions.	False	Uncategorized	2009-01-08
Photograph shows a large pile of debris and corpses created by the Indian Ocean tsunami.	True	Fauxtography	2009-01-06
Photograph shows RAND Corporation’s 1954 design for a home computer.	False	Inboxer Rebellion	2009-01-06
The Orange County chapter of the American Red Cross declined to allow an invited musical troupe to performs songs such as “God Bless the USA” at an awards luncheon.	True	Inboxer Rebellion	2009-01-12
You can purchase human meat through a company called ManBeef.	False	Inboxer Rebellion	2009-01-10
President Bush once referred to a reporter as a “major league asshole.”	True	Politicians	2009-01-12
Photograph shows sunrise through the World Trade Center towers.	True	September 11th	2008-12-25
The ritual of clinking glasses  evolved from efforts to prove that the drinks contained therein were not poisoned.	FALSE	Food	2008-12-27
Watch Night church services began in 1862 with blacks awaiting the enactment of the Emancipation Proclamation of New Year's Day, 1863.	False	Holidays	2006-12-13
A girl freezes her naked ass to her date’s car on their first (and last) date.	False	Love	2008-12-18
A man listed a wedding gown on eBay via a hilarious offer of sale that included photos of him posing in the dress.	True	Love	2008-12-18
A Canadian policeman was suspended after traveling to New York to help search for survivors of the terrorist attacks on the World Trade Center.	True	September 11th	2008-12-19
A thirsty gal unwittingly drinks down the contact lenses her paramour had left in a bedside glass of water.	True	Love	2008-12-18
Strawberries are so named because they are bedded in straw.	False	Language	2008-12-14
A misinterpretation of Napoleon’s complaint about his cough resulted in the unintended slaying of 1,200 prisoners.	False	Language	2008-12-14
Crowbars are so named because they were devices used to perform menial labor assigned to blacks.	False	Language	2008-12-14
Three common words in the English language end with ‘-gry.’	False	Language	2008-12-14
The term “hot dog” was coined in the early 1900s by a cartoonist who couldn’t spell “dachshund.”	False	Food	2008-12-14
E-mailed synopsis of date reveals unsavory aspects of reviewer’s personality.	True	Love	2008-12-18
A poem by Maya Angelou enumerates a list of things a woman should have.	False	Language	2008-12-14
In his book	False	Language	2008-12-14
A 1940s report on school discipline problems cited gum-chewing, littering and making noise in class as the most worrisome problems then faced by educators.	False	Language	2008-12-14
Mitchell Kaye, a Georgia state representative, penned the “Bill of No Rights.”	False	Language	2008-12-14
The book	False	Language	2008-12-14
A Texas farmer named Herman Oberweiss filed an unusual, self-penned will in 1934.	False	Language	2008-12-14
Submarine commander issues archly humorous letter when his requisition for toilet paper is cancelled.	True	Language	2008-12-14
Dr. Seuss wrote	True	Language	2008-12-14
A proposal to make German the official language of the United States of America was defeated in Congress by one vote.	False	Language	2008-12-14
“Pommy” (or “pom”), a slang term for a British person, comes from the acronym POHM, which was used to designate a “Prisoner of His Majesty.”	False	Language	2008-12-12
Entering a phone number into the Google search engine can produce a home address and a map with directions to that address.	True	Computers	2008-12-09
The famous poem Desiderata was discovered in a church in 1692.	False	Language	2008-12-14
	False	Glurge Gallery	2008-12-02
Applicant with lengthy arrest record successfully disputes being rejected for a job by the District of Columbia’s public school system.	True	Language	2008-12-14
The Home Depot web site includes no mention of Christmas.	False	Holidays	2008-12-03
Photograph shows police cruiser crushed between two trucks.	True	Fauxtography	2008-12-05
Thieves make note of the identifying information displayed on gift cards being offered for sale, then periodically call to check if they’ve been activated, and when they are, they drain these cards of the amounts they contain.	True	Fraud & Scams	2008-11-27
A middle-aged man becomes wedged in a cat door when he loses his house keys and tries to wriggle his way inside his home through the pet’s entrance. His cries for help attract a gang of students who pull down his pants, paint his derriere blue, stick a daffodil in it, then erect a sign declaring the spectacle to be an example of street art. The man remains stuck in the cat door for two days while unquestioning passersby ignore his pleas for assistance and throw coins at him instead.	False	Embarrassments	2008-11-23
Intern at prestigious law firm sends embarrassing message to multiple co-workers	True	Embarrassments	2008-11-23
Departing employee e-mails acerbic “leaving letter” to his colleagues.	True	Embarrassments	2008-11-23
An Oregon county health services department hired a Klingon interpreter to assist psychiatric patients who would speak no other language.	False	Humor	2008-11-03
Massachusetts is no longer mailing notifications for driver’s license renewals.	True	Politics	2008-11-05
E-mail reproduces letter from John and Cindy McCain to John Hinckley.	False	Politicians	2008-11-04
A Las Vegas business has conducted “hunts” of naked women by paying customers armed with paintball guns.	False	Inboxer Rebellion	2008-10-26
Clip from a Bob Hope movie describes Democrats as “zombies.”	True	Humor	2008-10-28
Sushi is always made with raw fish.	False	Food	2008-10-19
A recall was issued for foil-wrapped Pirate’s Gold chocolate coins because they contain melamine.	True	Food	2008-10-30
Infants have died or suffered debilitating respiration problems after aspirating baby oil.	True	Horrors	2008-10-25
Letter from Ann and Nancy Wilson of Heart castigates John McCain for using their “Barracuda” as a campaign song.	False	Politicians	2008-10-23
Constitutional scholar Linda R. Monk wrote “The Party’s Over,” a critique of American fiscal irresponsibility.	False	Soapbox	2008-10-25
Photographs show Rupert, a deer delivered by Caesarean section.	True	Fauxtography	2008-10-25
Author Orson Scott Card wrote an “open letter” to American newspapers about the	True	Soapbox	2008-10-25
Cadbury of Canada has recalled chocolate eggs that may have pieces of plastic in them.	True	Food	2008-10-19
Prepackaged salads and spinach may contain E. coli.	True	Food	2008-10-19
In the wake of the 2004 Indian Ocean tsunami, consumers should avoid fish and seafood because it may contain the Zulican virus.	False	Food	2008-10-19
John McCain was one-upped by a heckler during a campaign stop.	False	Politicians	2008-10-18
A series of photographs shows a restaurant’s	True	Fauxtography	2008-10-17
Terrorists are planning to launch attacks from	False	September 11th	2008-10-15
Photographs show a woman who had ribs removed to achieve a slender waistline.	True	Fauxtography	2008-10-03
Photographs show a church sign debate over whether dogs go to heaven.	False	Fauxtography	2008-10-08
Voters with outstanding warrants or unpaid traffic fines face arrest by undercover officers at polling places.	False	Ballot Box	2008-10-05
Receipt of special "closed" signs by Bank of America signals that U.S. banks will soon be shut down by the government for one week.	False	Business	2008-10-06
A man eating a lollipop choked to death when his car’s airbag deployed, forcing the candy down his throat.	False	Horrors	2008-10-06
Photograph shows lions resting in the shade of an airplane’s wing.	True	Fauxtography	2008-09-23
Two weeks before the opening of the movie	False	Entertainment	2008-09-28
Rock formation reveals praying figures of a mother and child when viewed sideways.	False	Fauxtography	2008-09-21
Kryptonite brand locks can be picked with ordinary Bic pens.	True	Crime	2008-10-03
Photographs show women at an anti-Palin rally held in Anchorage, Alaska.	True	Politicians	2008-09-22
John McCain came up with a clever put-down for a student who claimed the older generation can’t understand the current one.	False	Politicians	2008-09-30
Hurricane Katrina evacuees brought to Utah arrived bearing drugs and guns and immediately proceeded to sell drugs, attempt rapes, and rebuild street gangs.	False	Hurricane Katrina	2008-09-12
A bill before Congress would make it a “hate crime” for pastors and churches to speak against homosexuality.	False	Sexuality	2008-09-06
Katrina evacuees verbally abused volunteers and trashed a rest stop in Waskom, TX.	False	Hurricane Katrina	2008-09-12
Article relates the plight of suffragists who were arrested for picketing the White House in 1917.	True	Ballot Box	2008-09-07
Editorial by television personality Hugh Downs explains why he thinks Barack Obama will lose the election.	False	Soapbox	2008-09-12
Some Chinese-made hair bands were fashioned from recycled condoms.	True	Medical	2008-08-27
Texas governor George W. Bush “refused to sell his home to blacks.”	False	Inboxer Rebellion	2008-08-28
Bovine Unite is a viral marketing campaign for a chain of chicken restaurants.	False	Business	2008-08-21
Editorial by Dr. Jack Wheeler describes Barack Obama as an “eloquently tailored empty suit.”	True	Soapbox	2008-08-26
Photographs show amenities provided to employees at the offices of Google.	True	Fauxtography	2008-08-25
Feminist Catharine MacKinnon said “All sex is rape.”	False	Uncategorized	2008-09-06
John McCain would not be eligible to draw a pension after serving two terms as president.	False	Politicians	2008-08-16
A band musician received a fatal head injury from a trombone slide.	False	Horrors	2008-08-08
New U.S. $10 bills released in 2006 contain a printing error.	False	Business	2008-08-21
A lesbian mother has scheduled her adopted baby boy for sex change surgery.	False	Humor	2008-08-19
Photograph shows a Vietnamese child with physical abnormalities attributed to Agent Orange.	True	Medical	2008-08-17
	False	Horrors	2008-08-08
The movie	False	Entertainment	2008-08-08
Cher had her lowest pair of ribs surgically removed to achieve an ultra-small waist.	False	Horrors	2008-08-08
A groom was suffocated by a stripper’s massive breasts.	False	Horrors	2008-08-08
The charred remains of a scuba diver were discovered in a tree after a forest fire.	False	Horrors	2008-08-08
A Virginia man was washing machined to death.	False	Horrors	2008-08-08
A woman intent upon looking her best for a big day treats herself to far too many tanning sessions and cooks herself to death.	False	Horrors	2008-08-08
Drugged travelers awaken in ice-filled bathtubs only to discover one of their kidneys has been harvested by organ thieves.	False	Horrors	2001-09-06
An eruption of carbon dioxide from a lake killed hundreds of people.	True	Horrors	2008-08-08
Siblings are coincidentally killed in related automobile accidents.	True	Horrors	2008-08-08
A golfer in the habit of carrying his tee in his mouth while playing holes grows sicker and sicker over the course of a few days and then drops dead. A post-mortem reveals that the golfer had ingested a lethal dose of the pesticide sprayed on the golf course.	True	Horrors	2008-08-08
When a woman with a bouffant hairdo falls victim to a mysterious illness and dies, doctors determine the cause of death to have been the bites of spiders that had taken up residence in her hair.	False	Horrors	2008-08-08
A construction worker survived an accident that poked an 18-inch-long drill bit through one eye and out the side of his skull.	True	Horrors	2008-08-08
People have been killed by cyanide-laced ATM deposit envelopes.	False	Horrors	2008-08-08
Worker who stands too close to microwave radiation is cooked by its rays.	False	Horrors	2008-08-08
Films are routinely made for entertainment purposes in which participants are murdered on camera.	False	Horrors	2008-08-08
Father foils attempted abduction at a Blockbuster store of North Texas child.	False	Horrors	2008-08-08
Women are being lured out of malls and into dangerous situations with the promise of appearing in television commericals.	False	Horrors	2008-08-08
The “hanging man” in a funhouse turns out to be the corpse of an outlaw.	True	Horrors	2008-08-08
Child falls on knife in open dishwasher and dies.	True	Horrors	2008-08-08
Baby left in car by forgetful parent dies.	True	Horrors	2008-08-08
The larva of a human botfly was removed from a child’s eye.	True	Horrors	2008-08-08
Woman fabricates story about being detained by a man pretending to be a police officer.	True	Horrors	2008-08-08
One of the boys who murdered his classmates at Columbine High School prepared by designing new computer game levels that resembled his school and peopling them with representations of his classmates.	False	Horrors	2008-08-08
The Ruby Tuesday restaurant chain accidentally demolished a competitor’s restaurant.	False	Fauxtography	2008-08-08
Photograph shows a chupacabra’s head on a fence.	False	Fauxtography	2008-07-31
Night-vision video documents the bizarre existence of a teenage mutant known as “Rubber Johnny.”	False	Fauxtography	2008-07-31
Photograph shows a man who tried to scratch his nose with a power drill.	True	Uncategorized	2008-07-31
John Wayne’s autopsy revealed 40 pounds of impacted fecal matter lodged in his colon.	False	Horrors	2008-08-08
Photographs show the victim of a shark attack.	True	Fauxtography	2008-07-31
Champion skier Picabo Street forbidden to answer the phone in the Intensive Care Unit where she works.	False	Humor	2008-07-30
Several guests have lost their lives on various Disneyland attractions.	True	Disney	2008-07-30
The Corporate Angel Network, an organization that coordinates free air travel for cancer patients, began when Coca-Cola executives arranged for the U.S. Navy’s Blue Angels to fly a liver from San Diego to Houston in time for transplant into a little girl.	False	Glurge Gallery	2008-07-30
“Make the Pie Higher!” poem is composed of actual quotes from George W. Bush.	True	Politicians	2008-07-22
The four kings in a deck of playing cards represent Charlemagne, David, Caesar, and Alexander.	False	History	2008-07-30
Photograph shows Brutus, a canine Medal of Honor recipient.	False	Fauxtography	2008-07-22
The Bible says that three wise men traveled from afar on camels to visit the infant Jesus as he lay in the manger.	False	Holidays	2008-07-30
Bodies of workmen are entombed in Hoover Dam.	False	Horrors	2008-07-07
A prisoner killed himself using a deck of playing cards.	True	Horrors	2008-07-07
A tourist was electrocuted while crossing a street in Las Vegas.	True	Horrors	2008-07-07
An ABC News report omitted interviews conducted with several dozen	False	War/Anti-War	2008-07-19
A human penis was found in a jar of fruit punch.	False	Food	2008-07-07
The mayonnaise oozing from a chicken sandwich turned out to be pus from a tumor in the chicken.	False	Food	2008-07-07
Customer becomes sick after eating a steak at a chain restaurant; analysis of her meal reveals the presence of human urine in the meat.	False	Food	2008-07-07
A vengeful	True	Horrors	2008-07-07
Nine people died in a beer flood in 1814.	True	Horrors	2008-07-07
Several students tripping on LSD stared at the sun until blinded.	False	Horrors	2008-07-07
Kid dies doing the latest dance step in a video.	False	Horrors	2008-07-07
Chocolate milk is made from "regular" milk rejected for containing too much cow's blood.	False	Horrors	2008-07-07
Evian brand drinking water is filtered with cow’s blood.	False	Horrors	2008-07-07
Bride is jailed after pelting her husband with wedding cake.	True	Embarrassments	2008-07-06
Bubble Yum chewing gum contains spider eggs.	False	Food	2008-07-07
A scorned woman dumped a bucket of manure onto the bride who ended up with her boyfriend.	True	Embarrassments	2008-07-06
Cute cake custom causes contretemps.	True	Embarrassments	2008-07-06
Ice sculpture depicts an angel leaning on the shoulder of an exhausted New York City firefighter.	True	September 11th	2008-07-06
The NBA’s Doug Christie nearly choked to death when his wife refused to allow a female doctor to assist him.	False	Uncategorized	2008-07-03
A mural in Iraq depicts an airplane slamming into buildings resembling the World Trade Center towers.	True	September 11th	2008-07-06
Insect-infested house is destroyed when too many “bug bombs” set by owner are ignited.	True	Humor	2008-06-06
Dick Van Dyke’s real name is Penis Van Lesbian.	False	Humor	2008-06-30
E-mail describes the military pedigrees of Senator John McCain’s sons.	True	Politicians	2008-06-12
Fortune cookies originated in China.	False	Food	2008-06-09
Author Homer Hickam fretted in an interview that  Democratic candidates might scrap military programs and begin baking cookies for the enemy.	False	Quotes	2008-06-15
A Korean company solicited American dog shelters for excess dogs to turn into soup.	False	Critter Country	2008-06-30
Security camera footage captures a ghost in a Singapore office building’s elevator.	False	Fauxtography	2008-05-28
Photographs show the winner of Thailand’s Miss Transvestite Contest.	False	Fauxtography	2008-06-30
Camel-hunting is specifically prohibited by law in Arizona.	False	Legal Affairs	2008-05-31
Photograph shows a tourist who died of fright after being photographed in the Sundarbans.	False	Fauxtography	2008-05-28
Video clip shows host Jimmy Kimmel being bitten by a venomous snake on the set of his talk show.	False	Fauxtography	2008-05-22
Photographs show a diamond-covered Mercedes-Benz automobile.	True	Automobiles	2008-05-26
Boxes of aluminum foil commonly include lock tabs to help hold the rolls in place.	True	Inboxer Rebellion	2008-05-30
Photograph shows a duck stealing money from a woman’s purse.	True	Fauxtography	2008-05-31
Photograph shows sailors spelling out the words ‘FUCK IRAQ’ on the deck of a	False	Fauxtography	2008-05-21
Clean-up workers at the World Trade Center found two metal beams in the shape of a cross.	True	September 11th	2008-05-21
Mobile homes are so named because they can be moved from place to place.	False	Lost Legends	2004-05-26
Employees at Dunkin’ Donuts outlets desecrated American flags and celebrated the 9/11 terrorist attack on America.	False	September 11th	2008-04-26
Six men of Middle Eastern appearance were stopped by police in the Midwest but released, even though they possessed Israeli passports and photographs and descriptions of a nuclear power plant in Florida and the Trans-Alaska pipeline.	False	September 11th	2008-04-25
Cartoonist Charles Schulz designed a quiz to demonstrate the importance of having people who care about you.	False	Glurge Gallery	2008-04-25
A spectator at a football game was killed by a flying model lawnmower.	TRUE	Horrors	2008-05-02
Photographs show an F-15 fighter jet breaking up in	False	Fauxtography	2008-05-06
Bodies still strapped into their airplane seats are discovered in an apartment near the World Trade Center.	False	September 11th	2008-04-24
Prior to the terrorist attack on the morning of	False	September 11th	2008-04-24
A Virginia State Trooper expresses his frustration with the public treatment of policemen two months before being killed in the line of duty.	False	Glurge Gallery	2008-04-25
Dr. Tony Kern, a former USAF Lieutenant Colonel, authored a letter about what America can expect in a war against terrorists.	True	September 11th	2008-04-25
A woman who had survived the destruction of the World Trade Center died on American Airlines	True	September 11th	2008-04-25
False reports of loved ones lost in the attack on the World Trade Center have been filed by those looking for attention and sympathy.	True	September 11th	2008-04-24
Sending a petition to the United Nations will help prevent a war between the U.S. and Iraq.	False	September 11th	2008-04-25
A NYC firefighter’s dare to Osama bin Laden brought about the crash of American Airlines Flight 587.	False	September 11th	2008-04-24
Thirty Ryder, Verizon, and U-Haul trucks have been stolen recently, presumably by terrorists who will use them in the ongoing attack on America.	False	September 11th	2008-04-24
Coded images in oil paintings reveal plans for an upcoming “massive germ attack on the U.S.”	False	September 11th	2008-04-25
A Congressional resolution has established a National Day of Reconciliation.	True	September 11th	2008-04-24
The Reuters news agency has proscribed the use of the word ‘terrorists’ to describe those who pulled off the	True	September 11th	2008-04-24
A New York City Starbucks outlet charged 9/11 rescue workers $130 for three cases of water.	True	September 11th	2008-04-24
Osama bin Laden owns Snapple.	False	September 11th	2008-04-24
The winner of the FOX reality TV show “Murder in Small Town X,” a New York city firefighter, was killed during rescue efforts at the World Trade Center after the	True	September 11th	2008-04-24
An “Open letter to terrorists from an American grandfather” was written by	False	September 11th	2008-04-24
A United Airlines pilot delivered a pre-flight speech in which he instructed passengers how to overpower any hijackers that might be aboard.	True	September 11th	2008-04-24
In the days just prior to the	False	September 11th	2008-04-24
Terrorists are funding their operations through a telephone scam that lures the unsuspecting into staying on the line by promising information about a nuclear attack on the USA.	False	September 11th	2008-04-24
President George W. Bush has sponsored the creation of a Presidential Prayer Team.	False	Politicians	2008-04-24
Al-Qaeda terrorists have poisoned one in five cans of Coca-Cola with anthrax and arsenic.	False	September 11th	2008-04-24
The pastor of the church attended by Senator Hillary Clinton was convicted of child molestation.	False	Uncategorized	2008-04-14
The 2008 U.S. economic downturn resulted from Democratic control of Congress in 2007.	False	Business	2008-04-22
A 1986 diary entry by President Ronald Reagan described	False	Uncategorized	2008-04-16
Pro golfer Phil Mickelson lost $200,000 wagering with his golfing partners, then tried to get out of paying up.	False	Sports	2008-04-20
A high-ranking member of al-Qaeda revealed that the terrorist organization has already placed nuclear weapons in seven large American cities.	False	September 11th	2008-04-13
Los Angeles has been targeted for terrorist activity on	False	September 11th	2008-04-13
Officials announced a credible threat was received that New York’s subway may be the target of a terrorist attack	True	September 11th	2008-04-13
Devastating terrorist attacks are planned for the USA, especially in and around New York, during the weekend beginning	False	September 11th	2008-04-13
Outback Steakhouse brought steak dinners to American troops serving in Afghanistan.	True	September 11th	2008-04-13
A Saint Xavier University professor sent a scathing, condemnatory message to an Air Force Academy cadet who was seeking assistance in planning an assembly for college students.	True	Inboxer Rebellion	2008-04-11
Minutes of emergency response agencies’ meeting reveal that on	False	September 11th	2008-04-13
Cut flowers and potted plants suck the oxygen from sickrooms.	False	Old Wives' Tales	2008-04-03
Terrorists are planning to strike the U.S. on	False	September 11th	2008-04-13
World Trade Center attack survivor Adam Mayblum gave a first-person account of his harrowing escape from one of the doomed towers.	True	September 11th	2008-04-13
A “day of silence” protesting the harassment of lesbian, gay, bisexual and transgender students is scheduled for	True	Sexuality	2008-03-20
Girl receives letter from her disappeared Afghani boyfriend saying terrorists are going to strike at U.S. malls on Halloween.	False	September 11th	2008-04-13
Photographs show a 21-foot crocodile found swimming in the streets of New Orleans.	True	Fauxtography	2008-04-10
The 9/11 terrorist attacks on the U.S. in 2001 and the train bombings in Madrid, Spain, in 2004 were separated by a total of 911 days.	True	September 11th	2008-04-13
In 1854 Chief Seattle gave a stirring speech about the sanctity of the land and the need for careful stewardship of it.	False	Uncategorized	2008-03-22
	True	September 11th	2008-04-13
Photographs show an encounter between a polar bear and some sled dogs.	True	Fauxtography	2008-03-26
Monies given to the	False	September 11th	2008-04-13
Federal judge takes away from black women the right to name their children.	False	Humor	2008-03-22
U.S. active duty military deaths were higher during the administration of President Clinton than during the administration of George W. Bush.	False	Uncategorized	2008-03-26
Photographs document a “hillbilly wedding.”	False	Fauxtography	2008-04-01
Photographs show a U.S. military helicopter painted like an eagle.	True	Fauxtography	2008-03-21
A 21-year-old named Shumila Ahmed is missing.	False	Inboxer Rebellion	2008-03-28
	True	September 11th	2008-03-09
A girl required surgery after swallowing a wire that had come loose from a barbeque grill cleaning brush and was cooked into a hamburger.	True	Food	2008-03-11
Secret flights whisked bin Laden family members and Saudi nationals out of the U.S. immediately after	False	September 11th	2008-03-09
The Make-A-Wish Foundation is being driven into bankruptcy by a child who wished for unlimited wishes.	False	Humor	2008-03-20
The “Luther Burger,” a bacon cheeseburger served on a Krispy Kreme doughnut bun, is a real food named after R&B singer Luther Vandross.	True	Food	2008-03-10
Walt Disney’s will specified that a substantial bequest go to the first man to become pregnant or bear a child.	False	Disney	2008-03-11
Airlines are offering free air travel on	False	September 11th	2008-03-09
Astronaut John Glenn authored a piece expressing outrage at how the U.S. military has been hampered and ignored in recent years.	False	September 11th	2008-03-09
Garlic and oil of oregano are proven to be effective treatments for anthrax.	False	September 11th	2008-03-09
The IRS will be distributing 2008 economic stimulus payments according to the last two digits of taxpayers’ Social Security numbers.	True	Uncategorized	2008-03-19
You can aid the search for Osama Bin Laden by donating money to a band of hackers.	False	September 11th	2008-03-09
Ironing your mail will kill off any lurking anthrax spores.	False	September 11th	2008-03-09
Former USAF General Dick Hawley delivered a caustic speech about “thoughts of such surpassing stupidity that they must be addressed.”	False	Military	2008-03-09
Three people died of suffocation after sealing their home with plastic sheeting and duct tape.	True	September 11th	2008-03-09
The President of the United States of America has asked the nations of the world to mark	True	September 11th	2008-03-09
Television evangelists Jerry Falwell and Pat Robertson said that liberal civil liberties groups, feminists, pagans, homosexuals, and abortion rights supporters bear partial responsibility for the terrorist attacks on the USA because their actions have turned God’s anger against America.	True	September 11th	2008-03-09
A survivor of the September 11 terrorist attacks on the World Trade Center died in a ferry crash.	True	September 11th	2008-03-09
University peaceniks are chased from a restaurant by patrons singing God Bless America.	False	September 11th	2008-03-09
The U.S. is requesting Americans to light candles for a satellite photo tonight.	False	September 11th	2008-03-09
A memo from Osama bin Laden to his cavemates decries the theft of a box of	False	September 11th	2008-03-09
E-mail petition started by the son of a New York firefighter seeks to establish a National Firefighters Day.	True	September 11th	2008-03-09
Osama bin Laden owns Citibank.	False	September 11th	2008-03-09
Several domain names related to the	False	September 11th	2008-03-09
Significance can be found in numbers relating to the	False	September 11th	2008-03-09
Singer Charlie Daniels pulled out of a scheduled benefit concert appearance because the organizers barred him from performing a certain song.	True	September 11th	2008-03-09
A crop duster sprayed boats on the Mississippi with a harmful substance on	False	September 11th	2008-03-09
Person who performs a kindness for a stranger is rewarded by the stranger’s telling her to avoid drinking Coca-Cola or Pepsi after a certain day.	False	September 11th	2008-03-09
Starbucks recalled ‘Collapse into Cool’ promotional posters due to complaints that they contained imagery reminiscent of the 9/11 terrorist attacks.	True	September 11th	2008-03-09
CNN used old footage to fake images of ‘Palestinians dancing in the street’ after the terrorist attack on the USA.	False	September 11th	2008-03-09
Eerie coincidences pertaining to September 11 involve elevens, a Quran verse and Microsoft’s Wingdings font.	False	September 11th	2008-03-09
The last possible symmetrical year/date/time combination will occur on	False	Inboxer Rebellion	2008-03-09
A writer named Tamim Ansary penned an essay from the perspective of an Afghan-American.	True	September 11th	2008-03-09
Hospitals experienced a sharp increase in births nine months after	False	September 11th	2008-03-09
An unburned Bible was found amidst the charred wreckage of the Pentagon after the	False	September 11th	2008-03-09
Muhammad Ali offered a pithy quote about religion while visiting the World Trade Center site after 9/11.	False	September 11th	2001-10-31
President George W. Bush said, “I’m not gonna fire a	True	Politicians	2008-03-09
Web site offers a program for participating and investing in the business of “Canine Sport Fighting.”	False	Inboxer Rebellion	2008-03-03
Photographs show amazing micro-sculptures created by Willard Wigan.	True	Uncategorized	2008-02-20
	False	Inboxer Rebellion	2008-02-24
The film	False	Entertainment	2008-03-09
California governor Gray Davis announced that a credible threat existed about planned terrorist activity against major bridges in California.	True	September 11th	2008-03-09
Photographs show a mountain lion on the patio deck of a home.	True	Fauxtography	2008-03-03
Essay by retired Air Force general analyzes the war on terrorism.	False	September 11th	2008-03-06
The city of Berkeley, California, told the Marines that their recruiting office was not welcome there.	True	Uncategorized	2008-02-13
Photograph shows tornado that hit Central Florida in February 2007.	True	Fauxtography	2008-02-14
Video clip shows Marc Ecko tagging Air Force One.	False	Fauxtography	2008-02-11
During an interview with CORE national spokesman Niger Innis, MSNBC displayed a graphic identifying him as “Nigger Innis.”	True	Humor	2008-02-19
Web site offers to sell third-world orphans for adoption as organ donors.	False	Inboxer Rebellion	2008-02-19
Teachers have gotten into trouble over using 'The L.A. Math Test,' a piece of online humor, in the classroom.	True	Humor	2002-06-23
Senator John McCain once said that	True	Quotes	2008-02-01
Women	True	Disney	2008-02-03
Web site provides listings of violent criminals residing in your neighborhood.	False	Inboxer Rebellion	2008-02-20
Photograph shows an in-flight airliner with panels missing from one of its engines.	True	Fauxtography	2008-02-20
Excerpt reproduces a portion of a commencement address delivered by newsman Ted Koppel.	True	Quotes	2008-02-11
A group of Muslim women clutching briefcases and text messaging during films were spotted making a terrorist attack “dry run” in a Raleigh, North Carolina theater.	False	September 11th	2008-02-11
An automobile belonging to a Marine and bearing military vanity plates was defaced in Chicago.	True	Uncategorized	2008-01-23
A U.S. Army soldier received a rude response after inquiring with an on-line retailer about shipments to APO addresses.	True	War/Anti-War	2008-02-08
Michigan motorists can be fined for not signing the backs of their car registrations.	False	Politics	2008-01-23
A penny placed on the tracks will derail a train.	False	Uncategorized	2008-01-27
A few years after a couple of kids used a made-up name to sign up for a free yearly ice cream cone, they received a Selective Service registration notice for their non-existent friend.	True	Uncategorized	2008-02-10
The same person posed for the figures of both Judas and Jesus in Leonardo da Vinci’s painting of “The Last Supper.”	False	Glurge Gallery	2008-01-22
Photographs show foam that blanketed an Australian shoreline.	True	Fauxtography	2008-01-25
Thinking she could fly, Diane Linkletter accidentally jumped to her death while high on LSD.	False	Horrors	2008-01-24
The Dalai Lama created a personality test.	False	Inboxer Rebellion	2008-01-15
News report shows Martin Luther King Day celebrants holding misspelled signs.	True	Fauxtography	2008-01-28
Senator John McCain delivered a speech about a Vietnam POW who was beaten for sewing an American flag into his shirt.	True	September 11th	2008-02-01
Iraqi militant web site displays image of action figure toy identified as a captured American soldier.	True	Media Matters	2008-01-20
Citibank is sending out notices asking customers to log in and verify their accounts.	False	Inboxer Rebellion	2008-01-15
